"Row ID","Order ID","Order Date","Order Priority","Order Quantity",Sales,Discount,"Ship Mode",Profit,"Unit Price","Shipping Cost","Customer Name",Province,Region,"Customer Segment","Product Category","Product Sub-Category","Product Name","Product Container","Product Base Margin","Ship Date"
1466,10563,2010-09-29,Critical,50,312.42,0.08,"Regular Air",-90.42,6.48,5.4,"Julia Barnett",Yukon,Yukon,Corporate,"Office Supplies",Paper,"Xerox 207","Small Box",0.37,2010-10-01
4151,29445,2010-09-29,High,28,2531.35,0.09,"Delivery Truck",415.55,90.97,28,"Harold Engle","Prince Edward Island",Atlantic,Consumer,Technology,"Office Machines","Lexmark Z55se Color Inkjet Printer","Jumbo Drum",0.38,2010-10-01
5321,37829,2010-09-29,"Not Specified",28,257.9,0,"Regular Air",-84.69,8.74,8.29,"Eleni McCrary","Nova Scotia",Atlantic,Corporate,"Office Supplies",Envelopes,"#10- 4 1/8" x 9 1/2" Recycled Envelopes","Small Box",0.38,2010-10-01
1156,8419,2011-09-29,Critical,19,368.04,0.07,"Express Air",70.39,19.98,5.97,"Nicole Hansen",Nunavut,Nunavut,"Small Business","Office Supplies",Paper,"Xerox 1936","Small Box",0.38,2011-10-01
3407,24326,2011-09-29,Critical,37,1596.86,0.05,"Regular Air",418.6,44.01,3.5,"Cindy Schnelling",Saskachewan,Prarie,Corporate,"Office Supplies",Appliances,"Acco Smartsocket?Color-Coded Six-Outlet AC Adapter Model Surge Protectors","Small Box",0.59,2011-10-01
2665,19264,2011-09-29,High,40,161.72,0.09,"Regular Air",-134.71,3.98,5.26,"Ivan Liston",Yukon,Yukon,Consumer,"Office Supplies","Binders and Binder Accessories","Ibico Presentation Index for Binding Systems","Small Box",0.38,2011-10-01
7836,56006,2011-10-01,Critical,16,102.99,0.1,"Regular Air",-102.17,6.48,9.68,"Bill Shonely","British Columbia",West,"Small Business","Office Supplies",Paper,"Xerox 1993","Small Box",0.36,2011-10-01
3728,26657,2012-09-29,Medium,28,1107.64,0.06,"Regular Air",333.17,40.98,7.47,"Troy Blackwell",Manitoba,Prarie,"Home Office","Office Supplies","Binders and Binder Accessories","Wilson Jones Ledger-Size. Piano-Hinge Binder. 2". Blue","Small Box",0.37,2012-10-01
2573,18592,2012-09-30,Critical,2,25.72,0.04,"Regular Air",-15.5,10.98,3.37,"Nora Pelletier",Manitoba,Prarie,Corporate,"Office Supplies","Scissors. Rulers and Trimmers","Fiskars?Softgrip Scissors","Small Pack",0.57,2012-10-01
5595,39654,2012-09-30,Medium,39,856.15,0.03,"Express Air",330.03,21.38,2.99,"Grant Thornton","British Columbia",West,Corporate,"Office Supplies","Binders and Binder Accessories","Trimflex?Flexible Post Binders","Small Box",0.37,2012-10-01
5208,36998,2012-09-29,Low,8,56.5,0.02,"Regular Air",-17.16,6.48,5.19,"Christine Abelman",Alberta,West,Corporate,"Office Supplies",Paper,"Xerox 1995","Small Box",0.37,2012-10-01
3830,27300,2012-09-30,"Not Specified",50,3333.1,0.1,"Regular Air",-85.03,73.98,4,"Stephanie Ulpright",Ontario,Ontario,Consumer,Technology,"Computer Peripherals","Keytronic French Keyboard","Small Box",0.79,2012-10-01
3352,24003,2009-10-31,Critical,50,1318.49,0.02,"Regular Air",4.69,24.98,8.79,"Dan Campbell",Newfoundland,Atlantic,Corporate,"Office Supplies","Storage & Organization","2300 Heavy-Duty Transfer File Systems by Perma","Small Box",0.66,2009-11-01
6232,44134,2009-10-30,High,35,620.02,0.05,"Regular Air",50.04,17.67,8.99,"Gary McGarr",Quebec,Quebec,"Home Office",Furniture,"Office Furnishings","Executive Impressions 12" Wall Clock","Small Pack",0.47,2009-11-01
3153,22628,2009-10-29,Medium,30,2951.7,0.02,"Delivery Truck",-1111.45,95.95,74.35,"Lynn Smith","New Brunswick",Atlantic,Corporate,Furniture,"Chairs & Chairmats","Bevis Steel Folding Chairs","Jumbo Drum",0.57,2009-11-01
4991,35522,2010-10-25,Low,27,2575.01,0.09,"Regular Air",231.46,99.99,19.99,"Michael Granlund","British Columbia",West,"Home Office",Technology,"Computer Peripherals","US Robotics 56K V.92 External Faxmodem","Small Box",0.52,2010-11-01
1557,11236,2010-10-30,High,4,1629.75,0.03,"Regular Air",-195.7,415.88,11.37,"Robert Barroso",Quebec,Quebec,"Small Business","Office Supplies","Storage & Organization","Deluxe Rollaway Locking File with Drawer","Small Box",0.57,2010-11-01
4545,32326,2010-10-31,High,50,929.81,0.09,"Regular Air",-188.41,19.99,11.17,"Jason Klamczynski",Quebec,Quebec,"Small Business",Furniture,"Office Furnishings","Telescoping Adjustable Floor Lamp","Large Box",0.6,2010-11-01
6168,43745,2010-11-01,Low,43,2433.53,0.02,"Regular Air",946.7,54.48,0.99,"Laurel Elliston",Quebec,Quebec,Corporate,"Office Supplies",Appliances,"Belkin 5 Outlet SurgeMaster?Power Centers","Small Box",0.57,2010-11-01
6171,43745,2010-11-01,Low,32,1250.43,0.02,"Regular Air",303.3,45.99,2.5,"Laurel Elliston",Quebec,Quebec,Corporate,Technology,"Telephones and Communication",T61,"Small Box",0.56,2010-11-01
3520,25062,2010-10-30,Critical,5,78.79,0.03,"Regular Air",-21.29,14.42,6.75,"Sally Hughsby",Ontario,Ontario,Consumer,"Office Supplies",Appliances,"Holmes Odor Grabber","Medium Box",0.52,2010-11-01
3521,25062,2010-10-30,Critical,9,3928.25,0.04,"Regular Air",1343.25,420.98,19.99,"Sally Hughsby",Ontario,Ontario,Consumer,"Office Supplies","Binders and Binder Accessories","GBC DocuBind 200 Manual Binding Machine","Small Box",0.35,2010-11-01
4554,32389,2010-10-31,Medium,1,65.467,0.06,"Express Air",-257.41,65.99,8.8,"Dave Poirier",Ontario,Ontario,"Small Business",Technology,"Telephones and Communication",6120,"Small Box",0.58,2010-11-01
5131,36548,2010-10-30,Low,8,44.99,0.06,"Regular Air",-40.43,4.98,7.54,"Max Engle",Alberta,West,Corporate,"Office Supplies",Paper,"Xerox 1961","Small Box",0.38,2010-11-01
5292,37669,2010-10-29,"Not Specified",4,70.02,0,"Regular Air",-30.63,15.31,8.78,"Alejandro Grove",Ontario,Ontario,Corporate,"Office Supplies","Storage & Organization","Eldon Jumbo ProFile?Portable File Boxes Graphite/Black","Small Box",0.57,2010-11-01
4552,32389,2010-10-31,Medium,8,121.624,0,"Delivery Truck",11.65,15.23,27.75,"Dave Poirier",Ontario,Ontario,"Small Business",Furniture,Tables,"Anderson Hickey Conga Table Tops & Accessories","Jumbo Box",0.76,2010-11-01
3727,26631,2010-11-01,Critical,37,231.65,0,"Regular Air",-241.28,5.98,10.39,"Jeremy Pistek",Yukon,Yukon,Corporate,"Office Supplies",Paper,"Xerox 1895","Small Box",0.4,2010-11-01
7315,52162,2011-11-01,"Not Specified",39,261.16,0.07,"Regular Air",-220.3,6.48,9.68,"Darren Budd",Ontario,Ontario,"Home Office",Furniture,Bookcases,"Hon Metal Bookcases. Putty","Jumbo Box",0.56,2011-11-01
2821,20384,2011-10-25,Low,30,396.6,0.08,"Regular Air",-148.26,14.03,9.37,"Mitch Webber",Quebec,Quebec,Corporate,"Office Supplies","Storage & Organization","Project Tote Personal File","Small Box",0.56,2011-11-01
7984,57091,2011-10-31,Medium,6,14.85,0.05,"Express Air",-2.79,1.68,1.02,"Vivek Grady",Ontario,Ontario,"Home Office","Office Supplies","Rubber Bands","Alliance Rubber Bands","Wrap Bag",0.81,2011-11-01
2894,20898,2011-10-30,Medium,33,1756.59,0.09,"Regular Air",298.21,65.99,5.63,"Dave Kipp",Yukon,Yukon,Consumer,Technology,"Telephones and Communication",2190,"Small Box",0.56,2011-11-01
73,420,2011-10-30,"Not Specified",6,41.7,0.03,"Regular Air",-14.56,5.78,5.37,"Tony Sayre",Alberta,West,"Small Business","Office Supplies",Paper,"Xerox 1950","Small Box",0.36,2011-11-01
4368,31109,2011-10-28,Low,49,1515,0.08,"Regular Air",219.04,31.74,12.62,"Sung Pak",Alberta,West,"Small Business","Office Supplies","Binders and Binder Accessories","GBC Wire Binding Strips","Small Box",0.37,2011-11-01
1285,9350,2012-10-31,Critical,13,1735.94,0.1,"Delivery Truck",-432.54,140.98,53.48,"Darren Budd",Ontario,Ontario,Corporate,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase. Albany Pine Finish. *Special Order","Jumbo Box",0.65,2012-11-01
2200,15872,2012-10-30,"Not Specified",23,188.53,0,"Regular Air",-27.49,7.35,5.96,"Helen Andreada",Manitoba,Prarie,Corporate,"Office Supplies",Paper,"1/4 Fold Party Design Invitations & White Envelopes. 24 8-1/2" X 11" Cards. 25 Env./Pack","Small Box",0.38,2012-11-01
6164,43653,2012-10-30,High,10,351.3,0.06,"Regular Air",1.45,34.76,8.22,"Amy Hunt",Saskachewan,Prarie,"Small Business","Office Supplies","Storage & Organization","Multi-Use Personal File Cart and Caster Set. Three Stacking Bins","Small Box",0.57,2012-11-01
4282,30499,2012-10-30,High,16,92.06,0.1,"Regular Air",5.66,5.98,2.5,"Carlos Soltero","Prince Edward Island",Atlantic,Consumer,"Office Supplies",Envelopes,"Wausau Papers Astrobrights?Colored Envelopes","Small Box",0.36,2012-11-01
4283,30499,2012-10-30,High,33,199.62,0.01,"Regular Air",42.34,5.84,1.2,"Carlos Soltero","Prince Edward Island",Atlantic,Consumer,"Office Supplies","Pens & Art Supplies","Newell 312","Wrap Bag",0.55,2012-11-01
5223,37185,2012-10-31,High,8,23.19,0.02,"Regular Air",-13.27,2.6,2.4,"Guy Armstrong","Prince Edward Island",Atlantic,Corporate,"Office Supplies","Pens & Art Supplies","12 Colored Short Pencils","Wrap Bag",0.58,2012-11-01
7502,53536,2012-10-30,High,35,738.69,0.1,"Regular Air",109.16,22.98,7.58,"Sanjit Chand","British Columbia",West,"Home Office",Furniture,"Office Furnishings","Seth Thomas 12" Clock w/ Goldtone Case","Small Box",0.51,2012-11-01
1353,9861,2012-10-28,Low,47,706.68,0.1,"Regular Air",6.6,15.94,5.45,"Chad Sievert","Nova Scotia",Atlantic,Corporate,"Office Supplies","Pens & Art Supplies","Boston 16701 Slimline Battery Pencil Sharpener","Small Pack",0.55,2012-11-01
2361,17061,2012-10-30,Critical,28,80.53,0.01,"Regular Air",10.01,2.88,0.7,"Ivan Liston",Ontario,Ontario,Consumer,"Office Supplies","Pens & Art Supplies","Newell 340","Wrap Bag",0.56,2012-11-01
8326,59492,2012-10-31,"Not Specified",25,170.4,0.02,"Regular Air",-153.75,6.48,10.05,"Jill Fjeld",Manitoba,Prarie,"Home Office","Office Supplies",Paper,"Xerox 1997","Small Box",0.37,2012-11-01
3301,23585,2012-10-31,Critical,44,192.78,0.06,"Regular Air",4.59,4.28,1.6,"Catherine Glotzbach",Alberta,West,"Home Office","Office Supplies","Pens & Art Supplies","Newell 320","Wrap Bag",0.58,2012-11-01
7503,53536,2012-10-30,High,5,1015.4,0,"Delivery Truck",-234.59,179.29,56.2,"Sanjit Chand","British Columbia",West,"Home Office",Furniture,Tables,"Bevis Round Conference Room Tables and Bases","Jumbo Box",0.71,2012-11-01
5831,41378,2012-10-29,"Not Specified",30,5454.51,0.03,"Delivery Truck",446.26,180.98,30,"Harold Ryan",Ontario,Ontario,"Home Office",Furniture,"Chairs & Chairmats","Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms","Jumbo Drum",0.69,2012-11-01
2873,20710,2009-11-29,High,26,67.4,0.07,"Regular Air",22.71,2.61,0.5,"Dennis Kane",Quebec,Quebec,"Small Business","Office Supplies",Labels,"Avery 494","Small Box",0.39,2009-12-01
5487,38947,2009-11-29,Critical,20,307.46,0.02,"Regular Air",4.91,14.58,7.4,"Chris Selesnick",Ontario,Ontario,"Home Office",Furniture,"Office Furnishings","DAX Clear Channel Poster Frame","Small Box",0.48,2009-12-01
4956,35265,2010-11-29,"Not Specified",2,24.53,0.04,"Regular Air",-28.14,9.49,5.76,"Sean Braxton",Manitoba,Prarie,"Small Business",Technology,"Office Machines","Sharp EL501VB Scientific Calculator. Battery Operated. 10-Digit Display. Hard Case","Medium Box",0.39,2010-12-01
1378,9957,2010-11-30,"Not Specified",31,74.75,0.06,"Express Air",-115.43,2.28,5.2,"Suzanne McNair",Saskachewan,Prarie,Corporate,"Office Supplies","Pens & Art Supplies","Binney & Smith inkTank?Erasable Pocket Highlighter. Chisel Tip. Yellow","Wrap Bag",0.41,2010-12-01
7947,56769,2010-11-29,Medium,11,455.59,0.02,"Regular Air",98.02,37.93,13.99,"Cindy Stewart",Yukon,Yukon,Consumer,Furniture,"Office Furnishings","Eldon Delta Triangular Chair Mat. 52" x 58". Clear","Wrap Bag",0.67,2010-12-01
3379,24102,2010-11-30,Critical,50,1844.26,0.03,"Regular Air",47.58,37.76,12.9,"Fred McMath","Nova Scotia",Atlantic,"Small Business","Office Supplies","Storage & Organization","Companion Letter/Legal File. Black","Small Box",0.57,2010-12-01
5225,37216,2010-11-30,High,24,527.25,0.01,"Regular Air",74.01,20.98,8.83,"Eudokia Martin",Ontario,Ontario,"Home Office","Office Supplies","Binders and Binder Accessories","Premium Transparent Presentation Covers by GBC","Small Box",0.37,2010-12-01
1403,10209,2010-11-29,Medium,48,418.82,0.02,"Regular Air",-60.21,8.6,6.19,"Barry Franz","Nova Scotia",Atlantic,Corporate,"Office Supplies","Binders and Binder Accessories","Avery Printable Repositionable Plastic Tabs","Small Box",0.38,2010-12-01
4452,31718,2010-11-27,Low,24,1390.69,0.03,"Regular Air",168.46,65.99,7.69,"Nona Balk","New Brunswick",Atlantic,Corporate,Technology,"Telephones and Communication",5190,"Small Box",0.59,2010-12-01
6267,44359,2010-11-29,High,19,113.2,0.1,"Regular Air",24.83,6.08,0.91,"Keith Dawkins",Manitoba,Prarie,"Home Office","Office Supplies","Pens & Art Supplies","Zebra Zazzle Fluorescent Highlighters","Wrap Bag",0.51,2010-12-01
2067,14789,2010-11-29,"Not Specified",37,438.07,0,"Express Air",12.06,10.89,4.5,"Sarah Brown",Alberta,West,Consumer,"Office Supplies",Appliances,"Belkin 6 Outlet Metallic Surge Strip","Small Box",0.59,2010-12-01
2699,19523,2011-11-30,High,44,155.78,0.04,"Regular Air",-10,3.6,2.2,"Jim Sink",Ontario,Ontario,Corporate,"Office Supplies",Paper,"Telephone Message Books with Fax/Mobile Section. 4 1/4" x 6"","Wrap Bag",0.39,2011-12-01
649,4579,2011-11-30,High,40,1765.05,0.05,"Regular Air",749.22,43.41,2.99,"Dennis Bolton","Nova Scotia",Atlantic,"Small Business","Office Supplies","Binders and Binder Accessories","Satellite Sectional Post Binders","Small Box",0.39,2011-12-01
3801,27106,2011-12-01,High,50,531.48,0.08,"Regular Air",232.58,10.67,1.39,"Lena Creighton",Ontario,Ontario,"Home Office","Office Supplies",Envelopes,"Laser & Ink Jet Business Envelopes","Small Box",0.39,2011-12-01
533,3622,2011-11-26,Low,16,76.6,0.01,"Regular Air",-48.51,4.24,5.41,"Steven Ward",Manitoba,Prarie,Consumer,"Office Supplies","Binders and Binder Accessories","Storex DuraTech Recycled Plastic Frosted Binders","Small Box",0.35,2011-12-01
7850,56130,2011-11-29,Medium,13,246.06,0.08,"Regular Air",52.33,18.7,8.99,"David Bremer","British Columbia",West,Corporate,Furniture,"Office Furnishings","Executive Impressions 13-1/2" Indoor/Outdoor Wall Clock","Small Pack",0.47,2011-12-01
7851,56130,2011-11-29,Medium,25,41.87,0.05,"Regular Air",-25.52,1.68,1.57,"David Bremer","British Columbia",West,Corporate,"Office Supplies","Pens & Art Supplies","Newell 323","Wrap Bag",0.59,2011-12-01
449,3046,2011-11-29,High,24,10094.4,0.03,"Regular Air",4451.01,420.98,19.99,"Sung Pak",Alberta,West,"Small Business","Office Supplies","Binders and Binder Accessories","GBC DocuBind 200 Manual Binding Machine","Small Box",0.35,2011-12-01
2027,14435,2012-12-01,"Not Specified",44,1299.91,0.06,"Regular Air",439.26,30.98,5.76,"Dennis Kane",Quebec,Quebec,"Small Business","Office Supplies",Paper,"IBM Multi-Purpose Copy Paper. 8 1/2 x 11". Case","Small Box",0.4,2012-12-01
2528,18368,2012-11-30,"Not Specified",35,1275.61,0.08,"Regular Air",517.33,37.94,5.08,"Alyssa Crouse",Alberta,West,Corporate,"Office Supplies",Paper,"Snap-A-Way?Black Print Carbonless Ruled Speed Letter. Triplicate","Wrap Bag",0.38,2012-12-01
7617,54501,2012-11-29,Critical,16,225.46,0.09,"Regular Air",-33.03,13.99,7.51,"Guy Armstrong",Manitoba,Prarie,Corporate,Technology,"Office Machines","Sharp EL500L Fraction Calculator","Medium Box",0.39,2012-12-01
3317,23713,2012-11-28,"Not Specified",38,3701.52,0.05,"Regular Air",894.06,115.99,5.92,"Katrina Bavinger",Manitoba,Prarie,Consumer,Technology,"Telephones and Communication",8890,"Small Box",0.58,2012-12-01
100,614,2012-11-30,High,24,3366.1,0.07,"Delivery Truck",-335.32,138.75,52.42,"Dave Hallsten",Quebec,Quebec,Corporate,Furniture,Tables,"Balt Split Level Computer Training Table","Jumbo Box",0.74,2012-12-01
7618,54501,2012-11-29,Critical,38,783.96,0.05,"Regular Air",-1195.29,20.34,35,"Guy Armstrong",Manitoba,Prarie,Corporate,"Office Supplies","Storage & Organization","Tennsco Commercial Shelving","Large Box",0.84,2012-12-01
4031,28774,2009-01-01,High,32,180.36,0.1,"Regular Air",-111.8,5.98,4.69,"Jessica Myrick",Ontario,Ontario,"Small Business","Office Supplies","Storage & Organization","Perma STOR-ALL?Hanging File Box. 13 1/8"W x 12 1/4"D x 10 1/2"H","Small Box",0.68,2009-01-02
6225,44069,2009-01-02,Critical,43,614.8,0.08,"Regular Air",247.79,15.04,1.97,"Elizabeth Moffitt","British Columbia",West,Consumer,"Office Supplies",Paper,"White GlueTop Scratch Pads","Wrap Bag",0.39,2009-01-02
5272,37537,2009-01-02,Low,4,1239.06,0,"Delivery Truck",-193.08,291.73,48.8,"Alan Schoenberger","British Columbia",West,Corporate,Furniture,"Chairs & Chairmats","Hon 4070 Series Pagoda?Armless Upholstered Stacking Chairs","Jumbo Drum",0.56,2009-01-02
7567,54145,2010-01-02,Low,34,70.25,0.1,"Regular Air",-133.06,2.08,5.33,"Joni Blumstein",Ontario,Ontario,"Home Office",Furniture,"Office Furnishings","Eldon?Wave Desk Accessories","Small Box",0.43,2010-01-02
6553,46597,2009-12-31,"Not Specified",10,130.36,0.06,"Regular Air",2.43,12.95,4.98,"Michael Chen",Quebec,Quebec,Consumer,"Office Supplies","Binders and Binder Accessories","GBC Binding covers","Small Box",0.4,2010-01-02
6554,46597,2009-12-31,"Not Specified",1,200.57,0,"Delivery Truck",-83.63,122.99,70.2,"Michael Chen",Quebec,Quebec,Consumer,Furniture,"Chairs & Chairmats","Global High-Back Leather Tilter. Burgundy","Jumbo Drum",0.74,2010-01-02
869,6241,2009-12-29,Low,29,5433.09,0,"Regular Air",1365.28,205.99,8.99,"Henry Goldwyn",Manitoba,Prarie,"Small Business",Technology,"Telephones and Communication","StarTAC 8000","Small Box",0.6,2010-01-02
331,2277,2011-01-01,"Not Specified",10,66.54,0.01,"Regular Air",-46.03,5.98,4.38,"Don Miller",Nunavut,Nunavut,"Home Office",Technology,"Computer Peripherals","Imation 3.5" DS/HD IBM Formatted Diskettes. 10/Pack","Small Pack",0.75,2011-01-02
6129,43392,2010-12-31,Medium,39,6553.45,0.03,"Regular Air",2969.81,162.93,19.99,"Doug Bickford","Northwest Territories","Northwest Territories","Small Business","Office Supplies",Envelopes,"Multimedia Mailers","Small Box",0.39,2011-01-02
1397,10144,2011-01-02,Critical,24,6408.3,0.1,"Delivery Truck",539.54,280.98,35.67,"Sonia Sunley","British Columbia",West,Corporate,Furniture,Tables,"Global Adaptabilities?Conference Tables","Jumbo Box",0.66,2011-01-02
2360,17058,2011-01-01,High,15,72.67,0.04,"Regular Air",-62.37,4.28,6.72,"Gary Hwang",Manitoba,Prarie,"Home Office","Office Supplies",Paper,"Xerox 1927","Small Box",0.4,2011-01-02
2564,18530,2010-12-31,"Not Specified",25,1491.52,0,"Regular Air",286.36,65.99,5.99,"Grant Thornton",Yukon,Yukon,Corporate,Technology,"Telephones and Communication",i1000,"Small Box",0.58,2011-01-02
3809,27137,2011-12-31,High,2,60.5625,0.02,"Regular Air",-165.54,35.99,1.1,"Alyssa Tate","Nova Scotia",Atlantic,"Small Business",Technology,"Telephones and Communication",Accessory35,"Small Box",0.55,2012-01-02
8198,58626,2011-12-30,High,21,10469,0.07,"Delivery Truck",2608.72,500.98,26,"Henry Goldwyn","Prince Edward Island",Atlantic,"Small Business",Furniture,"Chairs & Chairmats","Global Troy?Executive Leather Low-Back Tilter","Jumbo Drum",0.6,2012-01-02
2577,18595,2009-01-31,Critical,16,138.55,0.03,"Regular Air",0.9,8.34,2.64,"Art Foster",Ontario,Ontario,"Home Office","Office Supplies","Scissors. Rulers and Trimmers","Acme?Elite Stainless Steel Scissors","Small Pack",0.59,2009-02-02
7356,52416,2009-01-31,"Not Specified",6,49.81,0.05,"Regular Air",-16.95,7.64,5.83,"Dave Brooks",Ontario,Ontario,Corporate,"Office Supplies",Paper,"Rediform Wirebound "Phone Memo" Message Book. 11 x 5-3/4","Wrap Bag",0.36,2009-02-02
2576,18595,2009-01-31,Critical,6,451.44,0.1,"Regular Air",-35.19,78.65,13.99,"Art Foster",Ontario,Ontario,"Home Office","Office Supplies",Appliances,"Honeywell Quietcare HEPA Air Cleaner","Medium Box",0.52,2009-02-02
5421,38529,2009-02-02,Low,38,44.85,0.02,"Regular Air",-0.49,1.14,0.7,"Darren Powers",Alberta,West,Corporate,"Office Supplies","Rubber Bands","OIC Thumb-Tacks","Wrap Bag",0.38,2009-02-02
6176,43781,2010-02-02,"Not Specified",45,497.14,0.05,"Regular Air",240.41,10.94,1.39,"Claudia Miner","Northwest Territories","Northwest Territories","Small Business","Office Supplies",Envelopes,"White Business Envelopes with Contemporary Seam. Recycled White Business Envelopes","Small Box",0.35,2010-02-02
3897,27808,2010-01-26,Low,9,196.12,0.01,"Express Air",4.41,20.89,1.99,"Michelle Ellison",Ontario,Ontario,Consumer,Technology,"Computer Peripherals","IBM 80 Minute CD-R Spindle. 50/Pack","Small Pack",0.48,2010-02-02
7044,50304,2010-01-31,Critical,22,887.98,0.04,"Regular Air",239.94,39.98,9.83,"Jonathan Doherty",Saskachewan,Prarie,Corporate,"Office Supplies",Envelopes,"Blue String-Tie & Button Interoffice Envelopes. 10 x 13","Small Box",0.4,2010-02-02
549,3687,2010-02-02,Critical,25,79.37,0.07,"Regular Air",6.14,3.29,1.35,"Marc Harrigan","British Columbia",West,"Home Office","Office Supplies","Rubber Bands","Acco?Hot Clips?Clips to Go","Wrap Bag",0.4,2010-02-02
6832,48642,2010-02-01,High,5,519.69,0.02,"Express Air",-122.09,100.98,7.18,"Matt Collister",Ontario,Ontario,"Home Office",Technology,"Computer Peripherals","Logitech Cordless Elite Duo","Small Box",0.4,2010-02-02
1135,8292,2010-02-01,"Not Specified",18,299.87,0.02,"Regular Air",130.04,15.74,1.39,"Ellis Ballard",Quebec,Quebec,Corporate,"Office Supplies",Envelopes,"#10-4 1/8" x 9 1/2" Premium Diagonal Seam Envelopes","Small Box",0.4,2010-02-02
3504,24961,2010-01-26,Low,8,487.59,0.04,"Delivery Truck",-205.29,58.14,36.61,"Ken Black",Manitoba,Prarie,Consumer,Furniture,Bookcases,"O'Sullivan 3-Shelf Heavy-Duty Bookcases","Jumbo Box",0.61,2010-02-02
2519,18307,2010-02-02,Low,34,245.19,0.03,"Regular Air",37.99,7.08,2.35,"Dennis Pardue",Saskachewan,Prarie,Corporate,"Office Supplies","Pens & Art Supplies","SANFORD Major Accent?Highlighters","Wrap Bag",0.47,2010-02-02
7045,50304,2010-01-31,Critical,3,72.46,0.05,"Delivery Truck",-60.74,15.23,27.75,"Jonathan Doherty",Saskachewan,Prarie,Corporate,Furniture,Tables,"Anderson Hickey Conga Table Tops & Accessories","Jumbo Box",0.76,2010-02-02
1732,12449,2010-01-31,Medium,36,1400.1,0.03,"Regular Air",88.68,39.98,4,"Anthony Rawles","British Columbia",West,"Small Business",Technology,"Computer Peripherals","Microsoft Natural Keyboard Elite","Small Box",0.7,2010-02-02
1199,8802,2011-01-31,Medium,15,1866.12,0.07,"Regular Air",400.69,123.38,24.49,"Suzanne McNair",Saskachewan,Prarie,"Small Business","Office Supplies",Appliances,"Honeywell Enviracaire?Portable HEPA Air Cleaner for up to 10 x 16 Room","Large Box",0.46,2011-02-02
4371,31140,2011-02-01,Critical,4,13.42,0.03,"Regular Air",-1.26,3.08,0.99,"Susan Pistek",Saskachewan,Prarie,"Home Office","Office Supplies",Labels,"Avery 481","Small Box",0.37,2011-02-02
3389,24160,2011-02-01,Medium,44,3644.6,0.06,"Regular Air",1104.32,95.99,4.9,"Amy Hunt",Saskachewan,Prarie,"Home Office",Technology,"Telephones and Communication",T60,"Small Box",0.56,2011-02-02
3010,21639,2011-02-02,"Not Specified",38,7814.59,0.02,"Regular Air",3408.46,194.3,11.54,"Tom Ashbrook",Yukon,Yukon,"Home Office",Furniture,"Office Furnishings","Electrix Halogen Magnifier Lamp","Large Box",0.59,2011-02-02
3011,21639,2011-02-02,"Not Specified",23,158.99,0.07,"Regular Air",-197.13,6.98,9.69,"Tom Ashbrook",Yukon,Yukon,"Home Office","Office Supplies","Storage & Organization","Eldon Shelf Savers?Cubes and Bins","Small Box",0.83,2011-02-02
8249,58981,2011-01-31,High,28,1262.75,0.07,"Regular Air",422.23,46.89,5.1,"Tamara Manning",Alberta,West,Corporate,"Office Supplies",Appliances,"Bionaire Personal Warm Mist Humidifier/Vaporizer","Medium Box",0.46,2011-02-02
7364,52482,2011-01-31,Critical,30,717.21,0,"Regular Air",217.06,22.23,3.63,"Greg Guthrie",Manitoba,Prarie,Corporate,Furniture,"Office Furnishings","Executive Impressions 14" Contract Wall Clock","Small Pack",0.52,2011-02-02
6944,49601,2011-01-26,Low,15,1756.46,0.01,"Delivery Truck",-101.19,113.98,30,"Mark Cousins",Manitoba,Prarie,"Home Office",Furniture,"Chairs & Chairmats","Hon Comfortask?Task/Swivel Chairs","Jumbo Drum",0.69,2011-02-02
4845,34470,2012-02-01,Critical,31,2966.13,0.08,"Delivery Truck",-1456.31,100.98,57.38,"Vivek Sundaresam",Quebec,Quebec,"Home Office",Furniture,Bookcases,"Bush Westfield Collection Bookcases. Dark Cherry Finish. Fully Assembled","Jumbo Box",0.78,2012-02-02
1366,9925,2012-01-30,Critical,43,1751.68,0.1,"Express Air",771.83,41.94,2.99,"Chad Sievert","Nova Scotia",Atlantic,Corporate,"Office Supplies","Binders and Binder Accessories","Avery Trapezoid Extra Heavy Duty 4" Binders","Small Box",0.35,2012-02-02
5825,41345,2012-02-02,Medium,36,66.41,0.04,"Regular Air",0.37,1.88,0.79,"Magdelene Morse",Ontario,Ontario,"Home Office","Office Supplies","Rubber Bands","Staples Pushpins","Wrap Bag",0.5,2012-02-02
4632,32966,2012-01-26,Low,4,1035.2,0.08,"Delivery Truck",-668.06,270.97,28.06,"Steven Cartwright",Manitoba,Prarie,"Home Office",Technology,"Office Machines","Epson LQ-570e Dot Matrix Printer","Jumbo Drum",0.56,2012-02-02
935,6757,2012-02-01,Medium,11,2503.01,0.1,"Delivery Truck",-298.62,286.85,61.76,"Brooke Gillingham",Alberta,West,"Small Business",Furniture,Tables,"Riverside Furniture Stanwyck Manor Table Series","Jumbo Box",0.78,2012-02-02
2628,19042,2009-03-01,Critical,8,327.61,0.07,"Regular Air",54.9,40.98,7.47,"Evan Minnotte","Prince Edward Island",Atlantic,Corporate,"Office Supplies","Binders and Binder Accessories","Wilson Jones Ledger-Size. Piano-Hinge Binder. 2". Blue","Small Box",0.37,2009-03-02
